transaction_id,data_hora,ativo,quantidade,tipo_operacao,moeda,cliente_id,canal,mercado,arquivo_origem,importado_em
BTCX-00004391,2024-11-11 12:00:00+00:00,BTC,0.36,COMPRA,USD,C009,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:37.092992+00:00
BTCX-00004392,2024-11-11 14:30:00+00:00,BTC,0.2,COMPRA,USD,C003,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:37.093047+00:00
BTCX-00004393,2024-11-11 20:30:00+00:00,BTC,0.17,COMPRA,USD,C008,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:37.093104+00:00
BTCX-00004394,2024-11-11 15:55:00+00:00,BTC,0.16,COMPRA,USD,C005,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:37.093162+00:00
BTCX-00004395,2024-11-11 14:58:00+00:00,BTC,0.01,COMPRA,USD,C005,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:37.093224+00:00
BTCX-00004396,2024-11-11 09:43:00+00:00,BTC,0.23,VENDA,USD,C009,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:37.093278+00:00
BTCX-00004397,2024-11-11 10:37:00+00:00,BTC,0.5,VENDA,USD,C001,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:37.093331+00:00
BTCX-00004398,2024-11-11 09:58:00+00:00,BTC,0.23,VENDA,USD,C009,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:37.093382+00:00
BTCX-00004399,2024-11-11 17:16:00+00:00,BTC,0.5,COMPRA,USD,C009,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 17:52:37.093433+00:00
BTCX-00004400,2024-11-11 19:54:00+00:00,BTC,0.19,VENDA,USD,C009,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 17:52:37.093484+00:00
BTCX-00004401,2024-11-12 17:48:00+00:00,BTC,0.31,COMPRA,USD,C004,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:37.093541+00:00
BTCX-00004402,2024-11-12 17:30:00+00:00,BTC,0.11,VENDA,USD,C003,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:37.093596+00:00
BTCX-00004403,2024-11-12 09:07:00+00:00,BTC,0.41,COMPRA,USD,C005,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:37.093647+00:00
BTCX-00004404,2024-11-12 20:07:00+00:00,BTC,0.04,COMPRA,USD,C006,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:37.093698+00:00
BTCX-00004405,2024-11-12 13:16:00+00:00,BTC,0.09,COMPRA,USD,C008,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:37.093749+00:00
BTCX-00004406,2024-11-12 13:42:00+00:00,BTC,0.22,VENDA,USD,C008,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:37.093802+00:00
BTCX-00004407,2024-11-12 14:10:00+00:00,BTC,0.2,COMPRA,USD,C003,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:37.093854+00:00
BTCX-00004408,2024-11-12 11:07:00+00:00,BTC,0.21,VENDA,USD,C009,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:37.093905+00:00
BTCX-00004409,2024-11-12 15:55:00+00:00,BTC,0.31,COMPRA,USD,C007,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:37.093956+00:00
BTCX-00004410,2024-11-12 11:11:00+00:00,BTC,0.12,COMPRA,USD,C010,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:37.094014+00:00
BTCX-00004411,2024-11-12 14:15:00+00:00,BTC,0.14,VENDA,USD,C004,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:37.094068+00:00
BTCX-00004412,2024-11-12 13:31:00+00:00,BTC,0.2,VENDA,USD,C001,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:37.094125+00:00
BTCX-00004413,2024-11-13 13:43:00+00:00,BTC,0.21,VENDA,USD,C005,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:37.094189+00:00
BTCX-00004414,2024-11-13 18:27:00+00:00,BTC,0.21,COMPRA,USD,C010,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:37.094247+00:00
BTCX-00004415,2024-11-13 17:14:00+00:00,BTC,0.21,COMPRA,USD,C005,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:37.094299+00:00
BTCX-00004416,2024-11-13 11:18:00+00:00,BTC,0.22,VENDA,USD,C001,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:37.094351+00:00
BTCX-00004417,2024-11-13 11:44:00+00:00,BTC,0.39,COMPRA,USD,C009,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:37.094404+00:00
BTCX-00004418,2024-11-13 12:25:00+00:00,BTC,0.09,COMPRA,USD,C005,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:37.094456+00:00
BTCX-00004419,2024-11-13 20:49:00+00:00,BTC,0.31,COMPRA,USD,C008,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:37.094507+00:00
BTCX-00004420,2024-11-13 19:29:00+00:00,BTC,0.32,COMPRA,USD,C005,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:37.094559+00:00
BTCX-00004421,2024-11-13 17:41:00+00:00,BTC,0.35,COMPRA,USD,C003,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:37.094610+00:00
BTCX-00004422,2024-11-13 17:20:00+00:00,BTC,0.46,VENDA,USD,C007,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:37.094661+00:00
BTCX-00004423,2024-11-13 11:11:00+00:00,BTC,0.38,VENDA,USD,C003,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:37.094713+00:00
BTCX-00004424,2024-11-13 14:08:00+00:00,BTC,0.46,VENDA,USD,C007,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:37.094764+00:00
BTCX-00004425,2024-11-13 10:32:00+00:00,BTC,0.21,VENDA,USD,C005,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 17:52:37.094817+00:00
BTCX-00004426,2024-11-13 10:28:00+00:00,BTC,0.05,COMPRA,USD,C008,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:37.094868+00:00
BTCX-00004427,2024-11-13 17:54:00+00:00,BTC,0.41,COMPRA,USD,C010,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:37.094919+00:00
BTCX-00004428,2024-11-14 10:16:00+00:00,BTC,0.29,VENDA,USD,C006,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:37.094976+00:00
BTCX-00004429,2024-11-14 16:14:00+00:00,BTC,0.49,VENDA,USD,C002,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:37.095028+00:00
BTCX-00004430,2024-11-14 14:49:00+00:00,BTC,0.1,VENDA,USD,C005,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 17:52:37.095085+00:00
BTCX-00004431,2024-11-14 20:47:00+00:00,BTC,0.47,VENDA,USD,C005,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:37.095142+00:00
BTCX-00004432,2024-11-14 10:22:00+00:00,BTC,0.38,VENDA,USD,C008,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:37.095199+00:00
BTCX-00004433,2024-11-14 16:12:00+00:00,BTC,0.17,VENDA,USD,C008,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:37.095258+00:00
BTCX-00004434,2024-11-14 09:21:00+00:00,BTC,0.15,VENDA,USD,C002,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:37.095310+00:00
BTCX-00004435,2024-11-14 09:14:00+00:00,BTC,0.13,COMPRA,USD,C009,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:37.095365+00:00
BTCX-00004436,2024-11-14 15:05:00+00:00,BTC,0.05,COMPRA,USD,C002,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:37.095416+00:00
BTCX-00004437,2024-11-14 17:58:00+00:00,BTC,0.39,COMPRA,USD,C008,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:37.095468+00:00
BTCX-00004438,2024-11-14 17:30:00+00:00,BTC,0.33,COMPRA,USD,C004,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:37.095521+00:00
BTCX-00004439,2024-11-14 14:50:00+00:00,BTC,0.12,VENDA,USD,C003,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:37.095576+00:00
BTCX-00004440,2024-11-14 12:00:00+00:00,BTC,0.19,VENDA,USD,C005,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:37.095627+00:00
BTCX-00004441,2024-11-14 19:04:00+00:00,BTC,0.21,COMPRA,USD,C009,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:37.095679+00:00
BTCX-00004442,2024-11-14 20:19:00+00:00,BTC,0.27,VENDA,USD,C009,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:37.095731+00:00
BTCX-00004443,2024-11-14 14:46:00+00:00,BTC,0.15,VENDA,USD,C008,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:37.095783+00:00
BTCX-00004444,2024-11-15 17:36:00+00:00,BTC,0.07,VENDA,USD,C001,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 17:52:37.095841+00:00
BTCX-00004445,2024-11-15 16:12:00+00:00,BTC,0.19,VENDA,USD,C002,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:37.095894+00:00
BTCX-00004446,2024-11-15 10:47:00+00:00,BTC,0.31,VENDA,USD,C006,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:37.095950+00:00
BTCX-00004447,2024-11-15 11:37:00+00:00,BTC,0.26,COMPRA,USD,C006,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:37.096007+00:00
BTCX-00004448,2024-11-15 12:52:00+00:00,BTC,0.26,COMPRA,USD,C009,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:37.096064+00:00
BTCX-00004449,2024-11-15 18:16:00+00:00,BTC,0.25,VENDA,USD,C006,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:37.096124+00:00
BTCX-00004450,2024-11-15 09:39:00+00:00,BTC,0.38,COMPRA,USD,C010,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:37.096181+00:00
BTCX-00004451,2024-11-15 10:03:00+00:00,BTC,0.35,VENDA,USD,C005,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:37.096238+00:00
BTCX-00004452,2024-11-15 18:01:00+00:00,BTC,0.35,COMPRA,USD,C005,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:37.096297+00:00
BTCX-00004453,2024-11-15 14:10:00+00:00,BTC,0.07,COMPRA,USD,C007,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:37.096349+00:00
BTCX-00004454,2024-11-15 15:42:00+00:00,BTC,0.34,VENDA,USD,C008,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:37.096399+00:00
BTCX-00004455,2024-11-15 19:18:00+00:00,BTC,0.25,VENDA,USD,C010,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:37.096452+00:00
BTCX-00004456,2024-11-16 13:39:00+00:00,BTC,0.49,VENDA,USD,C006,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:37.096509+00:00
BTCX-00004457,2024-11-16 16:10:00+00:00,BTC,0.36,VENDA,USD,C008,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:37.096562+00:00
BTCX-00004458,2024-11-16 19:45:00+00:00,BTC,0.37,VENDA,USD,C005,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:37.096614+00:00
BTCX-00004459,2024-11-16 17:47:00+00:00,BTC,0.08,COMPRA,USD,C002,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:37.096665+00:00
BTCX-00004460,2024-11-16 10:28:00+00:00,BTC,0.48,VENDA,USD,C006,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:37.096716+00:00
BTCX-00004461,2024-11-16 18:42:00+00:00,BTC,0.43,COMPRA,USD,C010,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:37.096766+00:00
BTCX-00004462,2024-11-16 17:34:00+00:00,BTC,0.13,VENDA,USD,C006,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:37.096819+00:00
BTCX-00004463,2024-11-16 09:59:00+00:00,BTC,0.22,VENDA,USD,C004,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:37.096871+00:00
BTCX-00004464,2024-11-16 10:50:00+00:00,BTC,0.18,COMPRA,USD,C004,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:37.096924+00:00
BTCX-00004465,2024-11-16 11:33:00+00:00,BTC,0.26,COMPRA,USD,C005,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:37.096982+00:00
BTCX-00004466,2024-11-16 20:13:00+00:00,BTC,0.41,COMPRA,USD,C005,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:37.097039+00:00
BTCX-00004467,2024-11-16 17:21:00+00:00,BTC,0.49,VENDA,USD,C001,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:37.097097+00:00
BTCX-00004468,2024-11-16 10:36:00+00:00,BTC,0.16,VENDA,USD,C005,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:37.097156+00:00
BTCX-00004469,2024-11-16 13:58:00+00:00,BTC,0.22,COMPRA,USD,C002,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:37.097214+00:00
BTCX-00004470,2024-11-16 18:42:00+00:00,BTC,0.47,COMPRA,USD,C003,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:37.097269+00:00
BTCX-00004471,2024-11-17 18:03:00+00:00,BTC,0.24,VENDA,USD,C004,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:37.097327+00:00
BTCX-00004472,2024-11-17 15:59:00+00:00,BTC,0.28,COMPRA,USD,C010,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:37.097380+00:00
BTCX-00004473,2024-11-17 10:40:00+00:00,BTC,0.43,VENDA,USD,C004,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:37.097432+00:00
BTCX-00004474,2024-11-17 17:48:00+00:00,BTC,0.02,VENDA,USD,C008,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:37.097483+00:00
BTCX-00004475,2024-11-17 19:20:00+00:00,BTC,0.13,COMPRA,USD,C007,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:37.097546+00:00
BTCX-00004476,2024-11-17 09:47:00+00:00,BTC,0.48,COMPRA,USD,C004,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:37.097614+00:00
BTCX-00004477,2024-11-17 12:50:00+00:00,BTC,0.38,COMPRA,USD,C005,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:37.097665+00:00
BTCX-00004478,2024-11-17 17:08:00+00:00,BTC,0.37,VENDA,USD,C007,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:37.097716+00:00
BTCX-00004479,2024-11-17 19:55:00+00:00,BTC,0.21,VENDA,USD,C009,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:37.097767+00:00
BTCX-00004480,2024-11-17 20:27:00+00:00,BTC,0.03,COMPRA,USD,C002,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:37.097818+00:00
BTCX-00004481,2024-11-17 14:52:00+00:00,BTC,0.35,COMPRA,USD,C010,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:37.097869+00:00
BTCX-00004482,2024-11-17 10:02:00+00:00,BTC,0.19,VENDA,USD,C009,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:37.097921+00:00
BTCX-00004483,2024-11-17 13:13:00+00:00,BTC,0.46,VENDA,USD,C008,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:37.097972+00:00
BTCX-00004484,2024-11-17 10:57:00+00:00,BTC,0.22,VENDA,USD,C009,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:37.098025+00:00
BTCX-00004485,2024-11-17 15:08:00+00:00,BTC,0.29,COMPRA,USD,C009,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:37.098082+00:00
BTCX-00004486,2024-11-18 17:46:00+00:00,BTC,0.39,VENDA,USD,C002,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:37.098145+00:00
BTCX-00004487,2024-11-18 12:22:00+00:00,BTC,0.16,COMPRA,USD,C002,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:37.098203+00:00
BTCX-00004488,2024-11-18 19:21:00+00:00,BTC,0.35,VENDA,USD,C002,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:37.098259+00:00
BTCX-00004489,2024-11-18 14:40:00+00:00,BTC,0.19,VENDA,USD,C009,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:37.098311+00:00
BTCX-00004490,2024-11-18 10:41:00+00:00,BTC,0.22,VENDA,USD,C001,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:37.098364+00:00
BTCX-00004491,2024-11-18 18:31:00+00:00,BTC,0.37,COMPRA,USD,C006,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:37.098415+00:00
BTCX-00004492,2024-11-18 10:06:00+00:00,BTC,0.25,VENDA,USD,C003,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:37.098466+00:00
BTCX-00004493,2024-11-18 19:39:00+00:00,BTC,0.03,COMPRA,USD,C007,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:37.098517+00:00
BTCX-00004494,2024-11-18 16:31:00+00:00,BTC,0.12,VENDA,USD,C006,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:37.098568+00:00
BTCX-00004495,2024-11-18 17:38:00+00:00,BTC,0.27,VENDA,USD,C009,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:37.098620+00:00
BTCX-00004496,2024-11-18 14:58:00+00:00,BTC,0.16,VENDA,USD,C010,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:37.098672+00:00
BTCX-00004497,2024-11-18 10:24:00+00:00,BTC,0.17,VENDA,USD,C003,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:37.098723+00:00
BTCX-00004498,2024-11-18 19:26:00+00:00,BTC,0.05,COMPRA,USD,C007,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:37.098776+00:00
BTCX-00004499,2024-11-18 20:29:00+00:00,BTC,0.21,COMPRA,USD,C003,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 17:52:37.098829+00:00
BTCX-00004500,2024-11-19 13:26:00+00:00,BTC,0.17,COMPRA,USD,C008,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:37.098887+00:00
BTCX-00004501,2024-11-19 09:12:00+00:00,BTC,0.43,COMPRA,USD,C001,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:37.098943+00:00
BTCX-00004502,2024-11-19 12:00:00+00:00,BTC,0.17,COMPRA,USD,C004,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:37.099001+00:00
BTCX-00004503,2024-11-19 12:27:00+00:00,BTC,0.09,COMPRA,USD,C002,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 17:52:37.099058+00:00
BTCX-00004504,2024-11-19 13:43:00+00:00,BTC,0.18,VENDA,USD,C001,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:37.099116+00:00
BTCX-00004505,2024-11-19 18:14:00+00:00,BTC,0.38,VENDA,USD,C005,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:37.099173+00:00
BTCX-00004506,2024-11-19 18:26:00+00:00,BTC,0.37,COMPRA,USD,C001,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:37.099230+00:00
BTCX-00004507,2024-11-19 15:16:00+00:00,BTC,0.45,COMPRA,USD,C008,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:37.099284+00:00
BTCX-00004508,2024-11-19 11:32:00+00:00,BTC,0.35,VENDA,USD,C007,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:37.099335+00:00
BTCX-00004509,2024-11-19 16:48:00+00:00,BTC,0.18,VENDA,USD,C010,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:37.099386+00:00
BTCX-00004510,2024-11-19 20:15:00+00:00,BTC,0.5,VENDA,USD,C007,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:37.099437+00:00
BTCX-00004511,2024-11-19 16:08:00+00:00,BTC,0.32,COMPRA,USD,C010,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:37.099493+00:00
BTCX-00004512,2024-11-19 12:01:00+00:00,BTC,0.42,VENDA,USD,C010,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:37.099544+00:00
BTCX-00004513,2024-11-19 10:50:00+00:00,BTC,0.07,VENDA,USD,C006,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 17:52:37.099596+00:00
BTCX-00004514,2024-11-19 09:12:00+00:00,BTC,0.2,COMPRA,USD,C001,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:37.099650+00:00
BTCX-00004515,2024-11-19 17:57:00+00:00,BTC,0.05,VENDA,USD,C010,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:37.099707+00:00
BTCX-00004516,2024-11-20 16:41:00+00:00,BTC,0.48,VENDA,USD,C008,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:37.099765+00:00
BTCX-00004517,2024-11-20 20:14:00+00:00,BTC,0.14,VENDA,USD,C003,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:37.099820+00:00
BTCX-00004518,2024-11-20 16:00:00+00:00,BTC,0.17,COMPRA,USD,C008,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:37.099873+00:00
BTCX-00004519,2024-11-20 09:38:00+00:00,BTC,0.01,COMPRA,USD,C007,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:37.099926+00:00
BTCX-00004520,2024-11-20 17:52:00+00:00,BTC,0.41,VENDA,USD,C001,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:37.099985+00:00
BTCX-00004521,2024-11-20 17:08:00+00:00,BTC,0.26,COMPRA,USD,C008,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:37.100043+00:00
BTCX-00004522,2024-11-20 11:02:00+00:00,BTC,0.17,COMPRA,USD,C007,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:37.100100+00:00
BTCX-00004523,2024-11-20 12:57:00+00:00,BTC,0.06,COMPRA,USD,C008,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:37.100157+00:00
BTCX-00004524,2024-11-20 14:28:00+00:00,BTC,0.3,COMPRA,USD,C007,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:37.100213+00:00
BTCX-00004525,2024-11-20 13:04:00+00:00,BTC,0.02,COMPRA,USD,C001,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:37.100269+00:00
BTCX-00004526,2024-11-20 16:44:00+00:00,BTC,0.38,VENDA,USD,C005,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:37.100323+00:00
BTCX-00004527,2024-11-20 12:10:00+00:00,BTC,0.18,VENDA,USD,C003,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:37.100374+00:00
BTCX-00004528,2024-11-20 19:04:00+00:00,BTC,0.04,VENDA,USD,C003,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:37.100426+00:00
BTCX-00004529,2024-11-20 13:06:00+00:00,BTC,0.41,COMPRA,USD,C008,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:37.100477+00:00
BTCX-00004530,2024-11-20 17:29:00+00:00,BTC,0.02,VENDA,USD,C007,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:37.100529+00:00
BTCX-00004531,2024-11-21 13:55:00+00:00,BTC,0.37,VENDA,USD,C005,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:37.100593+00:00
BTCX-00004532,2024-11-21 11:23:00+00:00,BTC,0.06,VENDA,USD,C003,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:37.100667+00:00
BTCX-00004533,2024-11-21 11:18:00+00:00,BTC,0.01,VENDA,USD,C010,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:37.100727+00:00
BTCX-00004534,2024-11-21 19:13:00+00:00,BTC,0.12,VENDA,USD,C001,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:37.100780+00:00
BTCX-00004535,2024-11-21 17:53:00+00:00,BTC,0.4,COMPRA,USD,C001,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:37.100832+00:00
BTCX-00004536,2024-11-21 13:24:00+00:00,BTC,0.34,VENDA,USD,C006,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:37.100884+00:00
BTCX-00004537,2024-11-21 15:13:00+00:00,BTC,0.04,VENDA,USD,C003,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:37.100938+00:00
BTCX-00004538,2024-11-21 17:25:00+00:00,BTC,0.29,COMPRA,USD,C004,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:37.100990+00:00
BTCX-00004539,2024-11-21 09:02:00+00:00,BTC,0.39,VENDA,USD,C001,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:37.101041+00:00
BTCX-00004540,2024-11-21 15:46:00+00:00,BTC,0.09,COMPRA,USD,C004,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:37.101092+00:00
BTCX-00004541,2024-11-21 12:26:00+00:00,BTC,0.35,COMPRA,USD,C003,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:37.101142+00:00
BTCX-00004542,2024-11-21 16:30:00+00:00,BTC,0.39,VENDA,USD,C009,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:37.101195+00:00
BTCX-00004543,2024-11-21 10:31:00+00:00,BTC,0.16,COMPRA,USD,C010,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 17:52:37.101247+00:00
BTCX-00004544,2024-11-21 09:01:00+00:00,BTC,0.3,COMPRA,USD,C002,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:37.101298+00:00
BTCX-00004545,2024-11-22 12:48:00+00:00,BTC,0.5,COMPRA,USD,C002,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:37.101358+00:00
BTCX-00004546,2024-11-22 11:10:00+00:00,BTC,0.06,COMPRA,USD,C004,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:37.101411+00:00
BTCX-00004547,2024-11-22 15:36:00+00:00,BTC,0.03,VENDA,USD,C005,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:37.101463+00:00
BTCX-00004548,2024-11-22 15:31:00+00:00,BTC,0.1,COMPRA,USD,C003,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:37.101514+00:00
BTCX-00004549,2024-11-22 13:20:00+00:00,BTC,0.46,VENDA,USD,C006,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:37.101565+00:00
BTCX-00004550,2024-11-22 10:31:00+00:00,BTC,0.08,COMPRA,USD,C007,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:37.101619+00:00
BTCX-00004551,2024-11-22 16:53:00+00:00,BTC,0.01,VENDA,USD,C001,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:37.101670+00:00
